,kingdom,phylum,class,order,family,scientificname,locality,month,year,taxonkey
38282,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,MACROMITRIUM BRID.,IGUAQUE,12.0,2006.0,2672079
38776,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MARCHANTIACEAE,MARCHANTIA CHENOPODA L.,IGUAQUE,12.0,2006.0,7371533
38783,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MARCHANTIACEAE,MARCHANTIA PLICATA NEES & MONT.,GUACHAROS,11.0,2005.0,8295816
38791,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MARCHANTIACEAE,MARCHANTIA CHENOPODA L.,TAMA,4.0,2009.0,7371533
38799,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MARCHANTIACEAE,MARCHANTIA PLICATA NEES & MONT.,GUACHAROS,11.0,2005.0,8295816
38817,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MARCHANTIACEAE,MARCHANTIA POLYMORPHA L.,GUACHAROS,11.0,2005.0,2688570
38833,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MARCHANTIACEAE,MARCHANTIA PLICATA NEES & MONT.,GUACHAROS,11.0,2005.0,8295816
38850,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MARCHANTIACEAE,MARCHANTIA PLICATA NEES & MONT.,IGUAQUE,6.0,2005.0,8295816
39184,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIELLA CERNUA (L.) PICHI-SERM.,GUACHAROS,8.0,2002.0,2688348
39226,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIELLA CERNUA (L.) PICHI-SERM.,GUACHAROS,8.0,2002.0,2688348
39280,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM CLAVATUM SUBSP. CONTIGUUM (KLOTZSCH) B.A˜LLG.,SUMAPAZ,2.0,2002.0,3992193
39326,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM CLAVATUM SUBSP. CONTIGUUM (KLOTZSCH) B.A˜LLG.,CHINGAZA,6.0,2004.0,3992193
39397,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM CLAVATUM L.,TAMA,11.0,1998.0,2688393
39513,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM CLAVATUM L.,TAMA,7.0,2001.0,2688393
39528,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM CLAVATUM L.,COCUY,10.0,2000.0,2688393
39542,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM CLAVATUM L.,IGUAQUE,6.0,2005.0,2688393
39721,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM L.,GUACHAROS,3.0,1998.0,2688247
39731,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM L.,TAMA,11.0,1998.0,2688247
39745,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIUM L.,IGUAQUE,4.0,2004.0,2688247
39955,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,LYSIPOMIA KUNTH,IGUAQUE,12.0,2006.0,3166024
39961,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,LYSIPOMIA MUSCOIDES HOOK.F.,IGUAQUE,11.0,1996.0,3166072
39965,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,LYSIPOMIA MUSCOIDES HOOK.F.,IGUAQUE,6.0,2005.0,3166072
39983,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,LYSIPOMIA MUSCOIDES HOOK.F.,CHINGAZA,8.0,2004.0,3166072
40073,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEACEAE,GUACHAROS,11.0,2005.0,6134
40117,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEACEAE,TAMA,11.0,1997.0,6134
40128,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEACEAE,GUACHAROS,11.0,2005.0,6134
40152,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEACEAE,GUACHAROS,11.0,2005.0,6134
40348,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEACEAE,GUACHAROS,11.0,2005.0,6134
40355,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEACEAE,GUACHAROS,11.0,2005.0,6134
40485,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,LYCOPODIELLA ALOPECUROIDES (L.) R.CRANFILL,TAMA,11.0,1998.0,2688363
40524,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,LOURTEIGIA BALLOTIFOLIA (KUNTH) R.M.KING & H.ROB.,TAMA,8.0,2001.0,3087492
40563,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS AMANDUS C.P.SM.,CHINGAZA,9.0,2004.0,2964076
40575,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS BOGOTENSIS BENTH.,IGUAQUE,6.0,2005.0,2964150
40578,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS BOGOTENSIS BENTH.,IGUAQUE,6.0,2005.0,2964150
40581,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS INTERRUPTUS BENTH.,COCUY,10.0,2000.0,2964144
40587,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS BOGOTENSIS BENTH.,CHINGAZA,3.0,2004.0,2964150
40592,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS L.,SUMAPAZ,7.0,2002.0,2963774
40600,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS L.,COCUY,5.0,1997.0,2963774
40608,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS L.,IGUAQUE,12.0,2006.0,2963774
40623,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,LUPINUS L.,LOS NEVADOS,5.0,1995.0,2963774
40790,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,LYCIANTHES HASSL.,IGUAQUE,8.0,2003.0,2928971
41069,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEA MURICATA (LEHM.) NEES,GUACHAROS,11.0,2005.0,4276911
41071,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEA MURICATA (LEHM.) NEES,IGUAQUE,6.0,2005.0,4276911
41096,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"LEUCOMIUM STRUMOSUM MITTEN, 1869",GUACHAROS,11.0,2005.0,2682395
41132,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,APIACEAE,LILAEOPSIS SCHAFFNERIANA (SCHLTDL.) J.M.COULT. & ROSE,SUMAPAZ,1.0,2006.0,3034179
41154,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,LLERASIA LINDENII TRIANA,IGUAQUE,12.0,2006.0,3122206
41179,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,APIACEAE,LILAEOPSIS SCHAFFNERIANA (SCHLTDL.) J.M.COULT. & ROSE,SUMAPAZ,1.0,2006.0,3034179
41183,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,LOBELIA L.,IGUAQUE,12.0,2006.0,2756426
41185,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,LLERASIA LINDENII TRIANA,IGUAQUE,8.0,2003.0,3122206
41187,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,LOBELIA L.,IGUAQUE,12.0,2006.0,2756426
41231,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,LOBELIA TENERA KUNTH,IGUAQUE,3.0,1997.0,5408985
41487,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,"LONCHOPHYLLA ROBUSTA MILLER, 1912",SIERRA NEVADA DE SANTA MARTA,7.0,1995.0,2433224
41572,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEA MARTIANA NEES,IGUAQUE,6.0,2005.0,4276922
41614,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"LEUCOLOMA CRUEGERIANUM JAEGER, 1872",GUACHAROS,11.0,2005.0,5282251
41677,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"LEUCOBRYUM ANTILLARUM W.P.SCHIMPER EX BESCHERELLE, 1876",GUACHAROS,11.0,2005.0,2675696
41703,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,LEUCOBRYUM GIGANTEUM MA¼LL.HAL.,GUACHAROS,11.0,2005.0,8823141
41820,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,LEUCOBRYACEAE,LEUCOBRYACEAE,TAMA,1.0,2005.0,3230064
41867,PLANTAE,BRYOPHYTA,BRYOPSIDA,ISOBRYALES,LEPYRODONTACEAE,"LEPYRODON TOMENTOSUS MITTEN, 1869",GALERAS,1.0,1995.0,2678803
41880,PLANTAE,BRYOPHYTA,BRYOPSIDA,ISOBRYALES,LEPYRODONTACEAE,"LEPYRODON TOMENTOSUS MITTEN, 1869",GALERAS,1.0,1995.0,2678803
41917,PLANTAE,BRYOPHYTA,BRYOPSIDA,ISOBRYALES,LEPYRODONTACEAE,"LEPYRODON TOMENTOSUS MITTEN, 1869",TAMA,1.0,1999.0,2678803
41933,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"LEPTODONTIUM FLEXIFOLIUM HAMPE, 1864",IGUAQUE,6.0,2005.0,5280722
41962,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"LEPTODONTIUM FLEXIFOLIUM HAMPE, 1864",SUMAPAZ,7.0,2002.0,5280722
41964,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"LEPTODONTIUM FLEXIFOLIUM HAMPE, 1864",IGUAQUE,6.0,2005.0,5280722
41984,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"LEPTODONTIUM LUTEUM MITTEN, 1869",SUMAPAZ,7.0,2002.0,5280691
42013,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"LEPTODONTIUM LUTEUM MITTEN, 1869",TAMA,1.0,1999.0,5280691
42154,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"LEPTODONTIUM VITICULOSOIDES WIJK & MARGADANT, 1960",IGUAQUE,6.0,2005.0,5280698
42225,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LEPTOSCYPHUS AMPHIBOLIUS (NEES) GROLLE,GUACHAROS,11.0,2005.0,8429528
42233,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LEPTOSCYPHUS AMPHIBOLIUS (NEES) GROLLE,IGUAQUE,6.0,2005.0,8429528
42238,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE,GUACHAROS,11.0,2005.0,8150351
42247,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEUCOLEJEUNEA XANTHOCARPA (LEHM. & LINDENB.) A.EVANS,IGUAQUE,6.0,2005.0,4276745
42252,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LEPTOSCYPHUS GIBBOSUS (TAYLOR) MITT.,GUACHAROS,11.0,2005.0,7362181
42265,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE,GUACHAROS,11.0,2005.0,8150351
42274,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE,GUACHAROS,11.0,2005.0,8150351
42317,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LEPTOSCYPHUS PORPHYRIUS (NEES) GROLLE,IGUAQUE,6.0,2005.0,8150351
42416,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"LEPTODONTIUM ERYTHRONEURON HERZOG, 1909",SUMAPAZ,7.0,2002.0,5280708
42432,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,"LEPTONYCTERIS CURASOAE MILLER, 1900",TAYRONA,9.0,2007.0,2433316
42487,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,LEPIDOZIACEAE,IGUAQUE,11.0,1996.0,2280
42495,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,LEPIDOZIACEAE,TAMA,11.0,1999.0,2280
42512,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,LEPIDOZIACEAE,TAMA,11.0,1997.0,2280
42524,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,LEPIDOZIACEAE,TAMA,11.0,1997.0,2280
42768,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,LEPIDOZIACEAE,IGUAQUE,12.0,2006.0,2280
42812,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,LEPIDOZIACEAE,IGUAQUE,3.0,1996.0,2280
43235,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"LEPIDOPILUM SCABRISETUM STEERE, 1948",IGUAQUE,6.0,2005.0,2669395
43266,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"LEPIDOPILUM SCABRISETUM STEERE, 1948",GUACHAROS,11.0,2005.0,2669395
43267,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"LEPIDOPILUM LONGIFOLIUM HAMPE, 1865",GALERAS,1.0,1995.0,2669376
43274,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"LEPIDOPILUM POLYTRICHOIDES BRIDEL, 1827",GUACHAROS,11.0,2005.0,2669414
43282,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"LEPIDOPILUM SCABRISETUM STEERE, 1948",GUACHAROS,11.0,2005.0,2669395
43289,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"LEPIDOPILUM SCABRISETUM STEERE, 1948",GUACHAROS,11.0,2005.0,2669395
43299,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"LEPIDOPILUM SCABRISETUM STEERE, 1948",GUACHAROS,11.0,2005.0,2669395
43685,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,GUACHAROS,11.0,2005.0,6118
43715,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,GUACHAROS,11.0,2005.0,6118
43996,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,IGUAQUE,6.0,2005.0,6118
44252,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,GUACHAROS,11.0,2005.0,6118
44265,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,GUACHAROS,11.0,2005.0,6118
44292,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,GUACHAROS,11.0,2005.0,6118
44305,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,IGUAQUE,6.0,2005.0,6118
44313,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,IGUAQUE,12.0,2006.0,6118
44321,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,GUACHAROS,11.0,2005.0,6118
44333,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,IGUAQUE,11.0,1996.0,6118
44359,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,LOPHOCOLEACEAE,IGUAQUE,8.0,1996.0,6134
44422,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEACEAE,IGUAQUE,12.0,2006.0,6118
44524,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,LEPIDOZIA CUPRESSINA (SW.) LINDENB.,IGUAQUE,6.0,2005.0,7946536
44746,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"LEPIDOPILUM PALLIDO-NITENS PARIS, 1900",IGUAQUE,6.0,2005.0,2669411
44811,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEA CANCELLATA NEES & MONT.,IGUAQUE,6.0,2005.0,7977547
44821,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"LEIOMELA BARTRAMIOIDES PARIS, 1905",GUACHAROS,11.0,2005.0,2676314
44866,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"LEIOMELA BARTRAMIOIDES PARIS, 1905",GUACHAROS,11.0,2005.0,2676314
45137,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,LEANDRA MELANODESMA COGN.,GUACHAROS,11.0,2005.0,3863377
45180,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEA REFLEXISTIPULA (LEHM. & LINDENB.) GOTTSCHE,IGUAQUE,6.0,2005.0,7910222
45258,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,LEJEUNEA FLAVA (SW.) NEES,IGUAQUE,6.0,2005.0,2688906
45351,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,LAESTADIA MUSCICOLA WEDD.,CHINGAZA,9.0,2004.0,5939812
45428,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,LACHEMILLA FULVESCENS (ROTHM.) ROTHM.,IGUAQUE,9.0,2007.0,3025349
45633,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,JARAVA ICHU RUIZ & PAV.,COCUY,2.0,2008.0,5678417
45761,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,JUNGIA FERRUGINEA L.F.,IGUAQUE,12.0,2006.0,5402219
45773,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,JUNCACEAE,JUNCUS L.,TAMA,11.0,1998.0,2701072
46271,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JAMESONIELLACEAE,JAMESONIELLACEAE,IGUAQUE,12.0,2006.0,2281
46284,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,KURZIA CAPILLARIS (SW.) GROLLE,GUACHAROS,11.0,2005.0,8351643
46313,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,KURZIA CAPILLARIS (SW.) GROLLE,GUACHAROS,2.0,2014.0,8351643
46508,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,POLYPODIACEAE,PURACE,9.0,2007.0,2368
46513,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,POLYPODIACEAE,PURACE,10.0,2007.0,2368
46576,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,JUNGERMANNIA OVATOTRIGONA (STEPH.) GROLLE,IGUAQUE,6.0,2005.0,7525594
46587,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,JUNGERMANNIA DECOLOR SCHIFFN.,GUACHAROS,11.0,2005.0,8318854
46630,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,ISOETALES,ISOETACEAE,ISOETES BISCHLERAE H.P.FUCHS,SUMAPAZ,1.0,2006.0,3584986
46642,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,ISOETALES,ISOETACEAE,ISOETES CLEEFFII H.P.FUCHS,COCUY,5.0,1997.0,7503750
46746,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,ISOETALES,ISOETACEAE,ISOETES TRIQUETRA A.BR.,CHINGAZA,7.0,2004.0,3584965
46778,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,ISOETALES,ISOETACEAE,ISOETES L.,SUMAPAZ,2.0,2006.0,2688248
46789,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,ISOETALES,ISOETACEAE,ISOETACEAE,CHINGAZA,7.0,2004.0,3074
46918,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,BALANTIOPSIDACEAE,ISOTACHIS SERRULATA (SW.) GOTTSCHE,GUACHAROS,11.0,2005.0,7889600
46919,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,BALANTIOPSIDACEAE,ISOTACHIS MULTICEPS (LINDENB. & GOTTSCHE) GOTTSCHE,IGUAQUE,6.0,2005.0,7578028
46943,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,BALANTIOPSIDACEAE,ISOTACHIS SERRULATA (SW.) GOTTSCHE,GUACHAROS,11.0,2005.0,7889600
46978,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,BALANTIOPSIDACEAE,ISOTACHIS SERRULATA (SW.) GOTTSCHE,GUACHAROS,11.0,2005.0,7889600
46992,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,BALANTIOPSIDACEAE,ISOTACHIS SERRULATA (SW.) GOTTSCHE,GUACHAROS,11.0,2005.0,7889600
47092,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CYPERACEAE,CHINGAZA,7.0,2003.0,7708
47126,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CYPERACEAE,CHINGAZA,4.0,2003.0,7708
47165,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,ORCHIDACEAE,TAMA,11.0,1998.0,7689
47254,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,AQUIFOLIACEAE,ILEX PSAMMOPHILA MART. EX REISSEK,IGUAQUE,3.0,1997.0,5534404
47265,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES,AQUIFOLIACEAE,ILEX L.,IGUAQUE,12.0,2006.0,3169013
48012,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"HYPNUM AMABILE HAMPE, 1869",CHINGAZA,12.0,2003.0,2682016
48016,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,SEMATOPHYLLACEAE,"HYPNELLA DIVERSIFOLIA JAEGER, 1877",GUACHAROS,11.0,2005.0,2681231
48017,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"HYPNUM AMABILE HAMPE, 1869",CHINGAZA,12.0,2003.0,2682016
48028,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"HYPNUM AMABILE HAMPE, 1869",IGUAQUE,12.0,2006.0,2682016
48040,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"HYPNUM AMABILE HAMPE, 1869",IGUAQUE,3.0,1996.0,2682016
